"probset.ids","gene.names"
"X1553436_at","MUC19"
"X1553437_at","KLHDC7A"
"X1553438_at","C11orf72"
"X1553439_at",""
"X1553440_at","AQP4-AS1"
"X1553441_at","CNTNAP4"
"X1553442_a_at","CNTNAP4"
"X1553443_at","FER1L6-AS1"
"X1553444_a_at","C1orf127"
"X1553446_at","LOC100996634"
"X1553447_at","AGBL1"
"X1553448_at","FLJ34503"
"X1553449_at","LINC00304"
"X1553450_s_at","LINC00304"
"X1553451_at","CCDC79"
"X1553452_at","MYO1H"
"X1553453_at","ASB14"
"X1553454_at","RPTN"
"X1553456_at",""
"X1553457_at","LINC00269"
"X1553458_at","VSTM4"
"X1553459_at","CCDC150"
"X1553460_at","C2orf61"
"X1553461_at","FAM9B"
"X1553462_at",""
"X1553464_at","FLJ40288"
"X1553465_a_at","CES5A"
"X1553466_at","CHDC2"
"X1553467_at","DCAF8L2 /// FLJ32742 /// LOC101928481"
"X1553468_at","HYDIN2"
"X1553470_at","DNAH17"
"X1553471_at","SLC35G3"
"X1553472_at","FLJ32955"
"X1553474_at","LOC100288966"
"X1553475_at",""
"X1553478_at","KIRREL3-AS3"
"X1553479_at","TMEM145"
"X1553482_at","C15orf32"
"X1553483_at","TSGA10IP"
"X1553484_at","LINC00477"
"X1553485_at","CCDC140"
"X1553486_a_at","C17orf78"
"X1553488_at","TEKT5"
"X1553489_a_at","TEKT5"
"X1553491_at","KSR2"
"X1553492_a_at","PAX1"
"X1553493_a_at","TDH"
"X1553494_at","TDH"
"X1553497_at","LINC00615"
"X1553498_at",""
"X1553499_s_at","SERPINA9"
"X1553500_at","FBXL21"
"X1553502_a_at","AKAP2 /// PALM2 /// PALM2-AKAP2"
"X1553504_at","MRGPRX4"
"X1553505_at","A2ML1"
"X1553506_at","CPO"
"X1553507_a_at","GPR6"
"X1553508_at","MDS2"
"X1553510_s_at","RQCD1"
"X1553511_at","GJD3"
"X1553512_at","HOXC12"
"X1553513_at","VNN3"
"X1553514_a_at","VNN3"
"X1553515_at","MYEOV2"
"X1553517_at","FERD3L"
"X1553518_at","DEFT1P /// DEFT1P2"
"X1553519_at","LINC00314"
"X1553521_at","DEFB104A /// DEFB104B"
"X1553523_at","NLRP14"
"X1553524_at","DGKB"
"X1553525_at","NLRP13"
"X1553526_at","NLRP8"
"X1553527_at","NLRP9"
"X1553528_a_at","TAF5"
"X1553529_at","TAS1R2"
"X1553530_a_at","ITGB1"
"X1553531_at","PCSK6"
"X1553532_a_at","ZNF341"
"X1553533_at","JPH1"
"X1553534_at","NLRP10"
"X1553535_a_at","RANGAP1"
"X1553536_at","MBNL2"
"X1553537_at","KRT73"
"X1553538_s_at","COX1"
"X1553539_at","KRT74"
"X1553540_a_at","SLC29A2"
"X1553541_at","LMX1A"
"X1553542_at","CCDC125"
"X1553544_at","GPR101"
"X1553545_at","ILDR1"
"X1553546_at",""
"X1553547_at",""
"X1553549_at","VN1R2"
"X1553550_at","VN1R5"
"X1553551_s_at","ND2"
"X1553552_at","TAAR8"
"X1553553_at","TAS2R39"
"X1553555_at","TAS2R38"
"X1553556_at","TAS2R40"
"X1553558_at","TAS2R41"
"X1553559_at","TMEM171"
"X1553560_at","VN1R4"
"X1553561_at","TAS2R50"
"X1553562_at","CD8B /// LOC100996919"
"X1553564_at","MACROD2"
"X1553565_s_at","DDAH1"
"X1553566_at","PIANP"
"X1553567_s_at","ATP6"
"X1553568_a_at","HIST1H1T"
"X1553569_at","COX2"
"X1553570_x_at","COX2"
"X1553572_a_at","CYGB"
"X1553573_s_at","EFNA2"
"X1553574_at","IFNE"
"X1553575_at","ND6"
"X1553579_a_at","SPAG11A /// SPAG11B"
"X1553581_s_at","SREK1IP1"
"X1553582_a_at","SPAG11A /// SPAG11B"
"X1553583_a_at","THRSP"
"X1553584_at","CXorf36"
"X1553585_a_at","MAGEA10-MAGEA5 /// MAGEA5"
"X1553586_at","FBXL19-AS1"
"X1553587_a_at","POLE4"
"X1553588_at","ND3 /// SH3KBP1"
"X1553589_a_at","PDZK1IP1"
"X1553590_at","FAM27E2 /// FAM27E3"
"X1553591_at","BCRP3"
"X1553592_x_at","BCRP3"
"X1553593_a_at","TAL2"
"X1553594_a_at","INSL3"
"X1553599_a_at","SYCP3"
"X1553600_at","TMIE"
"X1553601_a_at","TMIE"
"X1553602_at","MUCL1"
"X1553603_s_at","ATL2"
"X1553604_at","ABCA13"
"X1553605_a_at","ABCA13"
"X1553607_at","BACH1 /// GRIK1-AS2 /// LINC00189"
"X1553608_a_at","LINC00189"
"X1553611_s_at","KLHL35"
"X1553612_at","ZNF354B"
"X1553613_s_at","FOXC1"
"X1553614_a_at","FLJ25694 /// LOC101929344"
"X1553618_at","TRIM43 /// TRIM43B"
"X1553619_a_at","TRIM43 /// TRIM43B"
"X1553620_at","TRIM42"
"X1553622_a_at","FSIP1"
"X1553623_at","MGC15705"
"X1553625_at","FAM98B"
"X1553626_a_at","EFCAB13"
"X1553627_s_at","EFCAB13"
"X1553629_a_at","FAM71B"
"X1553630_at","C10orf107"
"X1553633_s_at","LOC101929373 /// SLC9B1"
"X1553634_a_at","WEE2-AS1"
"X1553635_s_at","TCTEX1D1"
"X1553636_at","TMCO5A"
"X1553637_s_at","TMCO5A"
"X1553639_a_at","PPARGC1B"
"X1553640_at","XKR6"
"X1553641_a_at","TSGA13"
"X1553642_at","C9orf163"
"X1553644_at","SYNE3"
"X1553645_at","CCDC141"
"X1553646_at","HDX"
"X1553647_at","CDYL2"
"X1553651_at","C18orf54"
"X1553652_a_at","C18orf54"
"X1553654_at","SYT14"
"X1553655_at","CDC20B"
"X1553656_at","TECTB"
"X1553657_at","VWA3A"
"X1553658_at","LINC00896"
"X1553660_at","HUS1B"
"X1553661_a_at","HUS1B"
"X1553663_a_at","NPB"
"X1553666_at","CCDC34"
"X1553668_at","LRCH3"
"X1553670_at","INTS4"
"X1553672_at","ENAH"
"X1553673_at","STK35"
"X1553674_at","LRRIQ3"
"X1553675_at","KLC4"
"X1553677_a_at","TIPRL"
"X1553678_a_at","ITGB1"
"X1553679_s_at","VKORC1L1"
"X1553681_a_at","PRF1"
"X1553682_at","FBXL14"
"X1553683_s_at","FBXL14"
"X1553684_at","PPIL6"
"X1553685_s_at","SP1"
"X1553686_at","C18orf25"
"X1553688_at","METTL6"
"X1553689_s_at","METTL6"
"X1553690_at","SGOL1"
"X1553691_at","B3GALNT2"
"X1553693_s_at","CBR4"
"X1553694_a_at","PIK3C2A"
"X1553695_a_at","NLRX1"
"X1553696_s_at","ZNF569"
"X1553697_at","CCSAP"
"X1553698_a_at","CCSAP"
"X1553701_a_at","DUSP18"
"X1553702_at","ZNF697"
"X1553703_at","ZNF791"
"X1553704_x_at","ZNF791"
"X1553705_a_at","CHRM3"
"X1553706_at","HTRA4"
"X1553708_at","LINC00525"
"X1553709_a_at","PRPF38A"
"X1553710_at","FAM218A"
"X1553711_a_at","FAM218A"
"X1553713_a_at","RHEBL1"
"X1553715_s_at","FAM195A"
"X1553717_at","KCTD7 /// RABGEF1"
"X1553718_at","ZNF548"
"X1553719_s_at","ZNF548"
"X1553720_a_at","AMER2"
"X1553721_at","RNF152"
"X1553722_s_at","RNF152"
"X1553723_at","GPR97"
"X1553725_s_at","ZNF644"
"X1553726_s_at","TBC1D32"
"X1553727_at","B4GALNT3"
"X1553728_at","LRRC43"
"X1553729_s_at","LRRC43"
"X1553730_x_at","LRRC43"
"X1553732_s_at","CEP89"
"X1553734_at","AK7"
"X1553736_at","ZFC3H1"
"X1553739_at","IRAK2"
"X1553740_a_at","IRAK2"
"X1553741_at","LINC00337"
"X1553743_at","METTL21A"
"X1553746_a_at","OTOGL"
"X1553747_at","MGC16025"
"X1553749_at","FAM76B"
"X1553750_a_at","FAM76B"
"X1553752_at","SPATA25"
"X1553755_at","NXNL1"
"X1553756_at","GLIS3-AS1"
"X1553757_at","IQCG"
"X1553759_at","MCM9"
"X1553761_at","PRR14L"
"X1553764_a_at","AJUBA"
"X1553765_a_at","KLHL32"
"X1553768_a_at","DCBLD1"
"X1553769_at","SLAMF9"
"X1553770_a_at","SLAMF9"
"X1553772_at","GK5"
"X1553775_at","FLJ31715"
"X1553776_at","UBE2U"
"X1553778_at","WBSCR27"
"X1553780_at","LINC00638"
"X1553781_at","ZC3HAV1L"
"X1553785_at","RASGEF1B"
"X1553787_at","C11orf45"
"X1553789_a_at","C21orf58"
"X1553792_at","KIAA1109"
"X1553793_a_at","KIAA1109"
"X1553794_at","STOML3"
"X1553796_at","LINC01105"
"X1553797_a_at","LINC01105"
"X1553798_a_at","FBXL13"
"X1553799_at","FAM227B"
"X1553801_a_at","DTD2"
"X1553802_a_at","SOX3"
"X1553803_at","SPATA32"
"X1553804_a_at","SPATA32"
"X1553805_at","C3orf49"
"X1553808_a_at","NKX2-3"
"X1553809_a_at","TMEM252"
"X1553810_a_at","KIAA1524"
"X1553811_at","FAM222A-AS1"
"X1553812_at","TLE6"
"X1553813_s_at","TLE6"
"X1553815_a_at","TCEANC"
"X1553817_at","LOC102725315 /// LOC727983 /// POM121L10P /// POM121L1P /// POM121L4P /// POM121L8P /// POM121L9P"
"X1553818_x_at","LOC102725315 /// LOC727983 /// POM121L10P /// POM121L1P /// POM121L4P /// POM121L8P /// POM121L9P"
"X1553821_at","HECTD4"
"X1553822_at","RTP1"
"X1553823_a_at","RTP1"
"X1553826_a_at","PRR35"
"X1553828_at","NXPE1"
"X1553829_at","CYP1B1-AS1"
"X1553830_s_at","MAGEA2 /// MAGEA2B"
"X1553831_at","APOBEC3D"
"X1553832_at","LINC00315"
"X1553834_at","COL6A5"
"X1553835_a_at","COL6A5"
"X1553837_at","PGAM5"
"X1553838_at","C4orf45"
"X1553839_at","CCDC149"
"X1553840_a_at","CCDC149"
"X1553842_at","BEND2"
"X1553843_at","C10orf67"
"X1553844_a_at","C10orf67"
"X1553845_x_at","C10orf67"
"X1553846_at","SPERT"
"X1553847_a_at","SPERT"
"X1553849_at","CCDC26"
"X1553850_at","C21orf88"
"X1553851_at","SPIC"
"X1553852_at","VPS13B"
"X1553856_s_at","P2RY10"
"X1553857_at","IGSF22"
"X1553858_at","ZBTB3"
"X1553859_at","TPH1"
"X1553860_at","DCST1"
"X1553861_at","TCP11L2"
"X1553863_at","WDFY4"
"X1553864_at","GPR26"
"X1553865_a_at","GPR26"
"X1553868_a_at","KIAA0825"
"X1553869_at","SESN3"
"X1553871_at","CSNK1G2-AS1"
"X1553872_at","NATD1"
"X1553873_at","KLHL34"
"X1553874_a_at","ZSCAN10"
"X1553875_s_at","ZSCAN10"
"X1553876_at","SAMD3"
"X1553878_at","GOT1L1"
"X1553879_a_at","GOT1L1"
"X1553880_at","C10orf91"
"X1553881_at","MGC16142"
"X1553882_at","LINC00504 /// LINC00504 /// MGC4836"
"X1553883_at","ZNF99"
"X1553885_x_at","ZNF99"
"X1553886_at","CCDC108"
"X1553887_at","SIGLECL1"
"X1553888_at","LDHAL6A"
"X1553889_at","MRGPRX2"
"X1553890_s_at","NTN5"
"X1553891_at","KLF17"
"X1553893_at","CCDC105"
"X1553894_at","CCDC122"
"X1553895_at","C11orf42"
"X1553898_a_at","DKFZp434L192"
"X1553900_s_at","POM121L1P /// POM121L8P /// POM121L9P"
"X1553901_x_at","ZNF486"
"X1553905_at","CXorf22"
"X1553906_s_at","FGD2"
"X1553907_a_at","EXD1"
"X1553909_x_at","FAM178A"
"X1553910_at","NBPF4"
"X1553911_at","ZNF663P"
"X1553912_at","LINC00955"
"X1553914_at","MGC34800"
"X1553915_at","C10orf126"
"X1553917_at","PIKFYVE"
"X1553918_at","LINC00479"
"X1553919_at","C9orf62"
"X1553920_at","C9orf84"
"X1553923_at","SLC22A24"
"X1553924_at","FMO9P"
"X1553927_at","C7orf33"
"X1553928_at","ELMOD2"
"X1553929_at","ACER1"
"X1553930_at","TAAR1"
"X1553931_at","OSTCP1"
"X1553934_at","LINC00305"
"X1553935_at","BFSP2-AS1"
"X1553936_a_at","BFSP2-AS1"
"X1553938_a_at","STK32A"
"X1553940_a_at","LRRC28"
"X1553943_at","NS3BP"
"X1553944_at","CTAGE5 /// MIA2"
"X1553945_at","GPHB5"
"X1553946_at","DCD"
"X1553947_at","EXOSC6"
"X1553949_at","IQSEC3"
"X1553952_at","ZDHHC19"
"X1553954_at","ALG14"
"X1553955_at","PPP1R21"
"X1553956_at","TMEM237"
"X1553957_at","ZNF564"
"X1553959_a_at","B3GALT6"
"X1553960_at","SNX21"
"X1553961_s_at","SNX21"
"X1553962_s_at","RHOB"
"X1553963_at","RHOB"
"X1553965_x_at","RHOB"
"X1553967_at","ADAT3"
"X1553968_a_at","ADAT3"
"X1553970_s_at","CEL"
"X1553971_a_at","GATS"
"X1553972_a_at","CBS"
"X1553973_a_at","SPINK6"
"X1553974_at","C22orf39"
"X1553976_a_at","DPCD"
"X1553977_a_at","CYP39A1"
"X1553978_at","MEF2BNB"
"X1553979_at","ZNF121"
"X1553982_a_at","RAB7B"
"X1553983_at","DTYMK"
"X1553984_s_at","DTYMK"
"X1553986_at","RASEF"
"X1553987_at","MAPKAPK5-AS1"
"X1553989_a_at","ATP6V1C2"
"X1553990_at","BRICD5"
"X1553991_s_at","LOC101928274 /// VSIG10"
"X1553992_s_at","NBR2"
"X1553993_s_at","MED25 /// MIR6800"
"X1553994_at","NT5E"
"X1553995_a_at","NT5E"
"X1553997_a_at","ASPHD1"
"X1553998_at","DMRTC1 /// DMRTC1B"
"X1554001_at","TRIM37"
"X1554003_at","ARHGEF28"
"X1554004_a_at","ARHGEF28"
"X1554006_a_at","LLGL2"
"X1554007_at",""
"X1554008_at","OSMR"
"X1554010_at","NDST1"
"X1554012_at","RSPO2"
"X1554014_at","CHD2"
"X1554015_a_at","CHD2"
"X1554016_a_at","USB1"
"X1554017_at","RILPL1 /// SNRNP35"
"X1554018_at","GPNMB"
"X1554019_s_at","CEP57L1"
"X1554020_at","BICD1"
"X1554021_a_at","ZNF12"
"X1554022_at","CCDC13"
"X1554023_s_at","CCDC13"
"X1554026_a_at","MYO10"
"X1554027_a_at","SLC4A4"
"X1554029_a_at","TTC37"
"X1554030_at","ARSB"
"X1554032_at","ARSB"
"X1554033_at","FRMD4A"
"X1554034_a_at","FRMD4A"
"X1554036_at","ZBTB24"
"X1554037_a_at","ZBTB24"
"X1554038_at","LARP1B"
"X1554039_at","C14orf159"
"X1554041_at","TMEM239"
"X1554042_s_at","TMEM239"
"X1554043_a_at",""
"X1554044_a_at","MRAP"
"X1554045_at","ZNF24"
"X1554047_at","TXNDC9"
"X1554049_s_at","DCAF8"
"X1554050_at","SMPDL3B"
"X1554052_at","CNOT1"
"X1554053_at","SPTLC1"
"X1554057_at","ASH1L-AS1"
"X1554059_at","SETMAR"
"X1554060_s_at","SETMAR"
"X1554062_at","XG"
"X1554063_at","ZHX1-C8orf76"
"X1554065_at","MVB12B"
"X1554067_at","C12orf66"
"X1554068_s_at","C12orf66"
"X1554069_at","EPHA8"
"X1554071_at","CCDC67"
"X1554072_s_at","CCDC67"
"X1554074_s_at","SLFNL1"
"X1554076_s_at","TMEM136"
"X1554077_a_at","TMEM53"
"X1554078_s_at","DNAJA3"
"X1554079_at","GALNT18"
"X1554080_at","RQCD1"
"X1554082_a_at","NOL9"
"X1554084_a_at","NOL9"
"X1554085_at","DDX51"
"X1554086_at","TUBGCP3"
"X1554089_s_at","SBDS /// SBDSP1"
"X1554091_a_at","TIRAP"
"X1554093_a_at","SNAPC5"
"X1554094_at","ENTPD5"
"X1554095_at","RBM33"
"X1554096_a_at","RBM33"
"X1554097_a_at","MIR31HG"
"X1554098_at","SPIN3"
"X1554099_a_at","SPIN3"
"X1554101_a_at","TMTC4"
"X1554102_a_at","TMTC4"
"X1554103_at",""
"X1554105_at","TMEM185A"
"X1554106_at","NBEAL1"
"X1554108_at",""
"X1554110_at","CDCP1"
"X1554112_a_at","ULK2"
"X1554113_a_at","SLC4A8"
"X1554114_s_at","SSH2"
"X1554115_at","C5orf58"
"X1554116_s_at","PARP11"
"X1554117_at","CCDC60"
"X1554119_at","USB1"
"X1554121_at","HSD17B12"
"X1554122_a_at","HSD17B12"
"X1554125_a_at","NLGN4Y"
"X1554126_at","MSRB3"
"X1554127_s_at","MSRB3"
"X1554128_at","ADIG"
"X1554129_a_at","ADIG"
"X1554131_at","CCSER2"
"X1554132_a_at","CCSER2"
"X1554133_at","RUFY2"
"X1554140_at","WDR78"
"X1554141_s_at","WDR78"
"X1554142_at","SUGT1P3"
"X1554143_a_at","SUGT1P3"
"X1554145_a_at","PPP1R21"
"X1554147_s_at","MAATS1"
"X1554148_a_at","SLC33A1"
"X1554149_at","CLDND1"
"X1554151_at","OGDH"
"X1554152_a_at","OGDH"
"X1554153_a_at","PHF21A"
"X1554154_at","GDAP2"
"X1554155_at","MCPH1"
"X1554156_a_at","WFDC8"
"X1554157_a_at","WFDC8"
"X1554158_at","ZMYND11"
"X1554159_a_at","ZMYND11"
"X1554160_a_at","ZNF446"
"X1554161_at","SLC25A27"
"X1554163_at","TWIST2"
"X1554165_at","FAM53B"
"X1554167_a_at","GOLGA7"
"X1554168_a_at","SH3KBP1"
"X1554170_a_at","MBLAC1"
"X1554171_at","ZMYM3"
"X1554172_a_at","ZMYM3"
"X1554173_at","CD300LB"
"X1554175_at","CD300LB"
"X1554176_a_at","C3orf33"
"X1554177_a_at","ATP5S"
"X1554178_a_at","FAM126B"
"X1554179_s_at","LYNX1"
"X1554181_at","SNX32"
"X1554182_at","TRIM73 /// TRIM74"
"X1554183_s_at","TRIM73 /// TRIM74"
"X1554185_at","LOC554206"
"X1554187_at","LOC554206"
"X1554188_at","C11orf53"
"X1554190_s_at","PLEKHS1"
"X1554192_s_at","TRMT44"
"X1554193_s_at","MANEA"
"X1554194_at",""
"X1554195_a_at","C5orf46"
"X1554196_at","IZUMO1"
"X1554198_at","SH3YL1"
"X1554199_at","PTPRO"
"X1554201_at","CABP4"
"X1554202_x_at","CABP4"
"X1554203_at","GRIK1-AS1"
"X1554205_s_at","ICA1L"
"X1554206_at","TMLHE"
"X1554208_at","MEI1"
"X1554210_at","ZCCHC13"
"X1554212_s_at","KCNS2"
"X1554213_at","ARHGEF10"
"X1554214_at",""
"X1554216_at","CCDC132"
"X1554217_a_at","CCDC132"
"X1554219_at","BC027448"
"X1554220_a_at","BC027448"
"X1554222_at","MGC45922"
"X1554224_at","LOC101929497"
"X1554225_a_at","LOC101929497"
"X1554228_a_at","BAALCOS"
"X1554229_at","CREBRF"
"X1554231_a_at","ZNF396"
"X1554232_a_at",""
"X1554233_at","C1QTNF9 /// C1QTNF9B"
"X1554234_at","KATNAL2"
"X1554235_at","CTNNA3"
"X1554237_at","SDCCAG8"
"X1554239_s_at","ZADH2"
"X1554240_a_at","ITGAL"
"X1554241_at","COCH"
"X1554242_a_at","COCH"
"X1554245_x_at","ARL17A /// ARL17B /// LOC100294341"
"X1554246_at","C1orf210"
"X1554248_at","ZNF638"
"X1554249_a_at","ZNF638 /// ZNF638-IT1"
"X1554250_s_at","STAG3L2 /// STAG3L3 /// TRIM73"
"X1554251_at","HP1BP3"
"X1554252_a_at","CERS3"
"X1554253_a_at","CERS3"
"X1554256_a_at","PCNXL2"
"X1554258_a_at","DNAJC5B"
"X1554259_at","GPSM1"
"X1554260_a_at","FRYL"
"X1554261_at","KLHL29"
"X1554262_s_at","KLHL29"
"X1554264_at","CKAP2"
"X1554266_at",""
"X1554268_at","MORN1"
"X1554271_a_at","CENPL"
"X1554272_at","ERAP2"
"X1554273_a_at","ERAP2"
"X1554274_a_at","SSH1"
"X1554276_at","SART3"
"X1554277_s_at","FANCM"
"X1554279_a_at","TRMT2B"
"X1554280_a_at","C9orf43"
"X1554281_at",""
"X1554283_at","CCRN4L"
"X1554285_at","HAVCR2"
"X1554286_at","FLJ25758"
"X1554287_at","TRIM4"
"X1554288_at","FAM160B1"
"X1554290_at","HERC3 /// LOC101929134"
"X1554291_at","UHRF1BP1L"
"X1554292_a_at","UHRF1BP1L"
"X1554293_at","TTBK2"
"X1554294_s_at","TTBK2"
"X1554295_x_at","TTBK2"
"X1554296_at","CYP19A1"
"X1554298_a_at","WDR49"
"X1554299_at","NPAS4"
"X1554300_a_at","SVOPL"
"X1554301_at","LHFPL3-AS1"
"X1554302_s_at","LHFPL3-AS1"
"X1554303_at","HNMT"
"X1554305_at","MGC20647"
"X1554306_at","ITPKB"
"X1554307_at","LOC644852"
"X1554308_s_at","GABRA2"
"X1554309_at","EIF4G3"
"X1554310_a_at","EIF4G3"
"X1554311_a_at","SUPT6H"
"X1554312_at","RNF170"
"X1554314_at","C6orf141"
"X1554316_at","PGLS"
"X1554317_s_at","TRMT61A"
"X1554318_at","LOC100101148 /// LOC541473"
"X1554319_at","RPS6KA5"
"X1554321_a_at","NFS1"
"X1554322_a_at","HDAC4"
"X1554324_s_at","DYNC2LI1"
"X1554325_at","DOCK2"
"X1554327_a_at","CANT1"
"X1554328_at","STXBP4"
"X1554329_x_at","STXBP4"
"X1554331_a_at","LRRC18"
"X1554332_a_at","SLCO4A1-AS1"
"X1554333_at","DNAJA4"
"X1554334_a_at","DNAJA4"
"X1554335_at","CYTH4"
"X1554337_at","FARP2"
"X1554339_a_at","COG3"
"X1554340_a_at","DRAXIN"
"X1554341_a_at","HELQ"
"X1554342_s_at","HELQ"
"X1554343_a_at","STAP1"
"X1554344_s_at","AQP12A /// AQP12B"
"X1554345_a_at","GIN1"
"X1554346_at","GNB5"
"X1554348_s_at","CDKN2AIPNL"
"X1554349_at","XRCC6BP1"
"X1554351_a_at","TIPRL"
"X1554352_s_at","DENND4A"
"X1554354_at","SIAE"
"X1554355_a_at","SIAE"
"X1554356_at","GINS4"
"X1554360_at","FCHSD2"
"X1554362_at","BTG4"
"X1554364_at","PPP2R5C"
"X1554365_a_at","PPP2R5C"
"X1554367_at","CALHM1"
"X1554368_at","NT5C1B /// NT5C1B-RDH14"
"X1554371_at","PKD1L2"
"X1554372_at",""
"X1554374_at",""
"X1554375_a_at","NR1H4"
"X1554376_s_at","PTPLA"
"X1554377_a_at","CNTNAP4"
"X1554378_a_at","PDE1C"
"X1554379_a_at","TP73"
"X1554380_at","NEK11"
"X1554382_at","LINC00656"
"X1554383_a_at","TRAM2"
"X1554384_at","PADI2"
"X1554385_a_at","PADI2"
"X1554386_at","CST9"
"X1554388_at","VPS29"
"X1554390_s_at","ACTR2"
"X1554391_at","LOC653581"
"X1554393_a_at","AZIN2"
"X1554394_at","NELL1"
"X1554396_at","UEVLD"
"X1554397_s_at","UEVLD"
"X1554398_at","LYG2"
"X1554400_at","TCTE3"
"X1554401_a_at","TCTE3"
"X1554403_a_at","RP11-574H6.1"
"X1554404_a_at",""
"X1554405_a_at","LINC00161"
"X1554406_a_at","CLEC7A"
"X1554408_a_at","TK1"
"X1554409_at","WBSCR16"
"X1554410_a_at","WBSCR16"
"X1554411_at","CTNNB1"
"X1554413_s_at","SNX29P1 /// SNX29P2"
"X1554414_a_at","OSGIN2"
"X1554415_at","TAF5L"
"X1554417_s_at","APH1A"
"X1554418_s_at","SPOCK3"
"X1554419_x_at","GGNBP2"
"X1554420_at","ATF3"
"X1554423_a_at","FBXO7"
"X1554424_at","FIP1L1"
"X1554428_s_at","NLGN2"
"X1554429_a_at","DMWD"
"X1554430_at","SMIM11"
"X1554432_x_at","SMIM11"
"X1554433_a_at","ZNF146"
"X1554436_a_at","REG4"
"X1554438_at","KIAA1217"
"X1554440_at","KIAA0513"
"X1554441_a_at","WAPAL"
"X1554442_at","BEST1"
"X1554443_s_at","BEST1"
"X1554444_s_at","SLC35F6"
"X1554445_at","ZNF85"
"X1554447_at","JPX"
"X1554448_at",""
"X1554449_at","MIER3"
"X1554450_s_at","MIER3"
"X1554451_s_at","DNAJC14"
"X1554452_a_at","HILPDA"
"X1554453_at","HNRNPLL"
"X1554455_at","LINS"
"X1554456_a_at","LINS"
"X1554459_s_at","CFHR3"
"X1554460_at","ST8SIA4"
"X1554462_a_at","DNAJB9"
"X1554464_a_at","CRTAP"
"X1554465_s_at","KRBOX4 /// ZNF674"
"X1554466_a_at","C16orf13"
"X1554468_s_at","FBF1"
"X1554469_at","ZBTB44"
"X1554470_s_at","ZBTB44"
"X1554471_a_at","ANKRD13C"
"X1554472_a_at","PHF20L1"
"X1554473_at","SRGAP1"
"X1554474_a_at","MOXD1"
"X1554475_a_at","C19orf47"
"X1554476_x_at","ZNF808"
"X1554478_a_at","HEATR3"
"X1554479_a_at","CARD8"
"X1554480_a_at","ARMC10"
"X1554481_a_at","EPB41"
"X1554482_a_at","SAR1B"
"X1554483_at","TMEM37"
"X1554485_s_at","TMEM37"
"X1554486_a_at","GFOD1"
"X1554487_a_at","ATF6B"
"X1554488_at","CEP70"
"X1554489_a_at","CEP70"
"X1554491_a_at","SERPINC1"
"X1554492_at","THADA"
"X1554493_s_at","THADA"
"X1554494_at","MTHFSD"
"X1554495_s_at","MTHFSD"
"X1554496_at","RAD51B"
"X1554499_s_at","PPA2"
"X1554500_a_at","RGS7"
"X1554501_at","TSC22D4"
"X1554503_a_at","OSCAR"
"X1554504_at","NAALAD2"
"X1554506_x_at","NAALAD2"
"X1554507_at","NAALAD2"
"X1554508_at","PIK3AP1"
"X1554509_a_at","FAM188A"
"X1554510_s_at","GHITM"
"X1554511_at","WWC1"
"X1554512_a_at","CEP89"
"X1554513_s_at","CEP89"
"X1554514_at","ACSM5"
"X1554516_at","LINC00537"
"X1554517_x_at","LINC00537"
"X1554518_at","GSTCD"
"X1554519_at","CD80"
"X1554520_at","LOC283861"
"X1554522_at","CNNM2"
"X1554523_a_at","CNNM2"
"X1554524_a_at","OLFM3"
"X1554526_at","OLFM3"
"X1554528_at","MAATS1"
"X1554530_at","VSTM2A"
"X1554531_at","TTC12"
"X1554533_at","C2"
"X1554534_at","DPYD"
"X1554536_at","DPYD"
"X1554537_at","TMEM126B"
"X1554538_at","RHOF"
"X1554539_a_at","RHOF"
"X1554540_at","DNAH14"
"X1554541_a_at","GPRIN2"
"X1554542_at","SLC25A48"
"X1554543_at","SPAG9"
"X1554544_a_at","MBP"
"X1554545_at","APOBEC4"
"X1554547_at","FAM13C"
"X1554549_a_at","WDR20"
"X1554550_at","KIAA1430"
"X1554553_s_at","YIF1B"
"X1554554_at","CCDC57"
"X1554555_a_at","SETD6"
"X1554556_a_at","ATP11B"
"X1554557_at","ATP11B"
"X1554558_at","DCAF5"
"X1554559_at","GPR62"
"X1554560_at","PGM5"
"X1554564_a_at","SPPL3"
"X1554565_x_at","SPPL3"
"X1554566_at","KCTD17"
"X1554568_at","DYNLRB1"
"X1554569_a_at","CELF2"
"X1554571_at","APBB1IP"
"X1554572_a_at","SUV39H2"
"X1554574_a_at","CYB5R3"
"X1554575_a_at","BPNT1"
"X1554576_a_at","ETV4"
"X1554577_a_at","PSMD10"
"X1554578_at","ZNF70"
"X1554579_a_at","MYO18B"
"X1554580_a_at","WWP2"
"X1554582_a_at","METTL20"
"X1554583_a_at","METTL20"
"X1554584_at","LRRC48"
"X1554586_a_at","RHOBTB2"
"X1554588_a_at","TTC30B"
"X1554589_at","LENG9"
"X1554591_at","PCAT4"
"X1554592_a_at","SLC1A6"
"X1554593_s_at","SLC1A6"
"X1554594_at","ARHGAP27"
"X1554595_at","SYMPK"
"X1554597_at","LIG3"
"X1554599_x_at","LIG3"
"X1554600_s_at","LMNA"
"X1554601_at","NKAIN2"
"X1554602_at","RBM8A"
"X1554604_at","MBTPS2"
"X1554606_at","CEP120"
"X1554607_at","CNKSR2"
"X1554608_at","TGOLN2"
"X1554609_at","LOC100287896"
"X1554610_at","ANKMY1"
"X1554612_at","KIAA0226"
"X1554613_a_at","KIAA0226"
